window,model,lead,sector,truth_frac_mean,truth_frac_q90,truth_frac_q95,truth_frac_max,n_valid_times
2021-01-01_2021-12-31,HRES,1 days,EuroAtlantic,0.06509271978021978,0.2,0.2831249999999997,0.575,728
2021-01-01_2021-12-31,HRES,1 days,Pacific,0.016517857142857143,0.0625,0.125,0.4625,728
2021-01-01_2021-12-31,HRES,3 days,EuroAtlantic,0.0649171270718232,0.2,0.2856250000000003,0.575,724
2021-01-01_2021-12-31,HRES,3 days,Pacific,0.01660911602209945,0.0625,0.125,0.4625,724
2021-01-01_2021-12-31,HRES,5 days,EuroAtlantic,0.0634201388888889,0.2,0.275,0.575,720
2021-01-01_2021-12-31,HRES,5 days,Pacific,0.01670138888888889,0.0625,0.125,0.4625,720
2021-01-01_2021-12-31,HRES,7 days,EuroAtlantic,0.06187150837988827,0.2,0.275,0.575,716
2021-01-01_2021-12-31,HRES,7 days,Pacific,0.01679469273743017,0.0625,0.125,0.4625,716
2021-01-01_2021-12-31,GraphCast,1 days,EuroAtlantic,0.06229838709677419,0.2437499999999999,0.325,0.5,62
2021-01-01_2021-12-31,GraphCast,1 days,Pacific,0.0,0.0,0.0,0.0,62
2021-01-01_2021-12-31,GraphCast,3 days,EuroAtlantic,0.0560483870967742,0.1875,0.325,0.5,62
2021-01-01_2021-12-31,GraphCast,3 days,Pacific,0.0,0.0,0.0,0.0,62
2021-01-01_2021-12-31,GraphCast,5 days,EuroAtlantic,0.034475806451612905,0.09874999999999999,0.18687499999999996,0.5,62
2021-01-01_2021-12-31,GraphCast,5 days,Pacific,0.0,0.0,0.0,0.0,62
2021-01-01_2021-12-31,GraphCast,7 days,EuroAtlantic,0.012499999999999999,0.04874999999999999,0.08687499999999994,0.1875,62
2021-01-01_2021-12-31,GraphCast,7 days,Pacific,0.002620967741935484,0.0,0.0,0.1125,62
2021-01-01_2021-12-31,NeuralGCM,1 days,EuroAtlantic,,,,,0
2021-01-01_2021-12-31,NeuralGCM,1 days,Pacific,,,,,0
2021-01-01_2021-12-31,NeuralGCM,3 days,EuroAtlantic,,,,,0
2021-01-01_2021-12-31,NeuralGCM,3 days,Pacific,,,,,0
2021-01-01_2021-12-31,NeuralGCM,5 days,EuroAtlantic,,,,,0
2021-01-01_2021-12-31,NeuralGCM,5 days,Pacific,,,,,0
2021-01-01_2021-12-31,NeuralGCM,7 days,EuroAtlantic,,,,,0
2021-01-01_2021-12-31,NeuralGCM,7 days,Pacific,,,,,0
